Year,Day,Month,Time of capture,species name,Sex,Age,Band number,Trap identification,Weather,Banding report?,Recapture?,Recapture date (month),Recapture date (day),Condition,Release,Comments,Data entry person,Weight,Wing chord,Temperature,"Recapture, original","Recapture, previous",Tail length
1972,19,8,14:30:00,Chipping Sparrow,U,U (Unknown),1260-74624,none,none,no check mark in record,check or yes,8,7,none,to meadow,no streaks; grey rump; bill not pink,Caitlin Baker,,,,,,
1972,19,8,18:45:00,Song Sparrow,U,AHY (After Hatch Year),76-44562,tree,none,check mark in record,no check,none,none,scar on forehead,to meadow,none,Caitlin Baker,,,,,,
1972,20,8,11:45:00,E. Wood Pewee,U,HY (Hatch Year),1260-74659,Net-Green,"hazy clear, calm",check mark in record,no check,none,none,none,to sumacs,none,Caitlin Baker,,,,,,
1972,20,8,11:45:00,Chipping Sparrow,U,HY (Hatch Year),1260-74660,none,"hazy clear, calm",check mark in record,no check,none,none,badly ruffled,to meadow,"held 1.5 hrs, difficulty in flying; recovered",Caitlin Baker,,,,,,
1972,20,8,13:30:00,House Wren,U,AHY (After Hatch Year),1260-74661,none,none,check mark in record,no check,none,none,none,to no. meadow,"held 1 hr; seemed traumatized, flew after 30'",Caitlin Baker,,,,,,
1972,20,8,14:30:00,Chipping Sparrow,U,HY (Hatch Year),1260-74652,Warbler,none,no check mark in record,check or yes,8,17,none,to sumacs,none,Caitlin Baker,,,,,,
1972,20,8,15:00:00,Rose-breasted Grosbeak,M,ASY (After Second Year),73-166523,Net-Green,none,no check mark in record,check or yes,6,8,hostile,to tree,none,Caitlin Baker,,,,,,
1972,20,8,15:00:00,Bluebird,M,HY (Hatch Year),107-151141,foundling,none,no check mark in record,check or yes,6,5,"wet, bedraggled",to meadow,"drenched in sprinkler; seemed ""woozy"" after 1/2 hr.",Caitlin Baker,,,,,,
1972,20,8,15:30:00,Downy Woodpecker,M,AHY (After Hatch Year),107-151200,Net-Green,none,no check mark in record,check or yes,8,3,active; hostile,to tree,none,Caitlin Baker,,,,,,
1972,20,8,17:00:00,Field Sparrow,U,HY (Hatch Year),1260-74662,Warbler,none,check mark in record,no check,none,none,none,to north meadow,rump: grey (?); red patch near and below eye,Caitlin Baker,,,,,,
1972,20,8,19:00:00,Field Sparrow,U,HY (Hatch Year),1260-74663,Warbler,none,check mark in record,no check,none,none,none,to meadow,light streaks; red rear of eye; pink beak,Caitlin Baker,,,,,,
1972,21,8,7:00:00,Chipping Sparrow,U,HY (Hatch Year),1260-74626,Warbler,none,no check mark in record,check or yes,8,8,none,to north meadow,(grey?) rump; red cheek,Caitlin Baker,,,,,,
1972,21,8,12:30:00,Field Sparrow,U,HY (Hatch Year),1260-74662,Warbler,"clear, calm",no check mark in record,check or yes,8,20,cleaned tar from beak,to north meadow,slt. grey? on rump; red on cheek,Caitlin Baker,,,,,,
1972,21,8,13:30:00,Chipping Sparrow,U,AHY (After Hatch Year),1260-74628,Warbler,"lt. rain, calm",no check mark in record,check or yes,8,9,none,to tree,"eye line, redcap; top of upp. mandible black",Caitlin Baker,,,,,,
1972,21,8,14:00:00,E. Wood Pewee,U,HY (Hatch Year),1260-74664,Net,"o'cast, calm",check mark in record,no check,none,none,hostile,to tree,none,Caitlin Baker,,,,,,
1972,21,8,14:00:00,E. Wood Pewee,U,HY (Hatch Year),- [? just a dash],Net,"o'cast, calm",no check mark in record,no check,none,none,succumbed while being removed ,none,"frozen, held",Caitlin Baker,,,,,,
1972,21,8,14:00:00,Red-eyed Vireo,U,HY (Hatch Year),76-44563,Net,"o'cast, calm",check mark in record,no check,none,none,active; hostile,beyond north meadow,brown iris; AOU 624,Caitlin Baker,,,,,,
1972,21,8,16:00:00,Field Sparrow,U,HY (Hatch Year),1260-74665,Warbler,clearing; calm,check mark in record,no check,none,none,none,to north meadow,(grey?) rump; red cheek; lt. breast streaks,Caitlin Baker,,,,,,
1972,21,8,16:15:00,Catbird,U,HY (Hatch Year),73-166550,net,none,check mark in record,no check,none,none,hostile,toward net (west),none,Caitlin Baker,,,,,,
1972,22,8,10:00:00,Song Sparrow,U,AHY (After Hatch Year),76-44555,tree,"cloudy, threatening; brisk wind",no check mark in record,check or yes,8,8,v. active; bloody forehead,to sumacs,none,Caitlin Baker,,,,,,
1972,22,8,19:30:00,Field Sparrow,M,AHY (After Hatch Year),1260-74541,Warbler,"raining, cold twilight",no check mark in record,check or yes,8,11,active,to sumacs,"held overnight; moulting, only 2 tailfeathers",Caitlin Baker,,,,,,
1972,23,8,8:00:00,Song Sparrow,U,AHY (After Hatch Year),76-44564,Warbler,"drizzle, calm, cloudy",check mark in record,no check,none,none,none,to meadow,wing chord: 66 mm,Caitlin Baker,,,,,,
1972,23,8,9:30:00,Song Sparrow,U,AHY (After Hatch Year),76-44565,tree,none,check mark in record,no check,none,none,active; hostile; bloody head,to edge of parking lot (w/ difficulty),w.c.: 65 mm; all tail feathers moulted,Caitlin Baker,,,,,,
1972,24,8,14:30:00,Traill's Flycatcher,U,U (Unknown),1260-74666,Net-Green,"cloudy, calm, dark",check mark in record,no check,none,none,left leg seemed injured,flew w/ difficulty to meadow,eye-ring; contrast hetw. [? can't read] buff wing-bain [? can't read] throat and sides; AOU 466,Caitlin Baker,,,,,,
1972,24,8,16:30:00,Field Sparrow,U,U (Unknown),1260-74667,Warbler,none,check mark in record,no check,none,none,none,to meadow,(grey) rump; NO eyeline; cloacal protub.,Caitlin Baker,,,,,,
1972,24,8,16:30:00,Yellowthroat,U,HY (Hatch Year),1260-74668,Net-Green,none,check mark in record,no check,none,none,none,to tree,eye-ring; yellow wash on lower back,Caitlin Baker,,,,,,
1972,24,8,16:30:00,Tennessee Warbler,U,AHY (After Hatch Year),1260-74669,none,none,check mark in record,no check,none,none,none,to tree,w.c.: 62 mm; eyeline; upper yellow breast w/ streaks,Caitlin Baker,,,,,,
1972,24,8,16:30:00,Tennessee Warbler,U,HY (Hatch Year),1260-74670,none,none,check mark in record,no check,none,none,none,to tree,eye-line; head bright greenish,Caitlin Baker,,,,,,
1972,24,8,16:30:00,E. Wood Pewee,M,AHY (After Hatch Year),1260-74671,none,none,check mark in record,no check,none,none,none,away (NE),none,Caitlin Baker,,,,,,
1972,24,8,16:30:00,Tennessee Warbler,M,HY (Hatch Year),1260-74672,none,none,check mark in record,no check,none,none,none,to north meadow,w.c.: 62 mm.,Caitlin Baker,,,,,,
1972,24,8,16:30:00,Tennessee Warbler,U,HY (Hatch Year),1260-74673,none,none,check mark in record,no check,none,none,v. active,to north meadow,w.c.: 61 mm; lost 2 tail feathers,Caitlin Baker,,,,,,
1972,24,8,16:30:00,Rose-breasted Grosbeak,M,AHY (After Hatch Year),73-166551,none,none,check mark in record,no check,none,none,none,to tree,"brown head, black tail/wings",Caitlin Baker,,,,,,
1972,24,8,18:00:00,Yellowthroat,U,HY (Hatch Year),1260-74674,none,none,check mark in record,no check,none,none,none,west toward net,none,Caitlin Baker,,,,,,
1972,24,8,19:30:00,Song Sparrow,M,AHY (After Hatch Year),76-44566,tree,none,check mark in record,no check,none,none,skinned head; hostile,to meadow,w.c.: 67 mm,Caitlin Baker,,,,,,
1972,25,8,6:30:00,Chipping Sparrow,U,HY (Hatch Year),1260-74652,Warbler,"overcast, calm",no check mark in record,check or yes,8,20,none,to brush pile,none,Caitlin Baker,,,,,,
1972,25,8,11:30:00,Song Sparrow,M,AHY (After Hatch Year),76-44565,Warbler,none,no check mark in record,check or yes,8,23,none,none,w.c.: 67 mm,Caitlin Baker,,,,,,
1972,25,8,14:00:00,Field Sparrow,U,HY (Hatch Year),1260-74675,Warbler,light rain,check mark in record,no check,none,none,chip in trap,none,prominent eye,Caitlin Baker,,,,,,
1972,25,8,15:00:00,Field Sparrow,M,AHY (After Hatch Year),1260-74541,Warbler,drizzle,no check mark in record,check or yes,8,22,chip,to meadow,prominent eye; russet cheek; pink back; no grey rump,Caitlin Baker,,,,,,
1972,26,8,6:45:00,Field Sparrow,U,AHY (After Hatch Year),1260-74624,Warbler,drizzle. lt. wind,no check mark in record,check or yes,8,10,chip,to meadow,"prominent eye; no eyeline; no streaks; pink beak, russet cheek, cap.",Caitlin Baker,,,,,,
1972,26,8,17:00:00,Yellow-shafted Flicker,F,AHY (After Hatch Year),1113-89908,tree,none,check mark in record,no check,none,none,none,to oak forest,"slight moustache, not distinct",Caitlin Baker,,,,,,
1972,27,8,15:00:00,Field Sparrow,F,AHY (After Hatch Year),1260-74652,Elevator-w,"sunny, calm",check mark in record,check or yes,8,25,none,to west sumacs,"previously identified 3x as Chipping Sparrow; pink bill, no eyeline, no streaks",Caitlin Baker,,,,,,
1972,27,8,15:00:00,E. Wood Pewee,U,HY (Hatch Year),1260-74676,Net-Green,"sunny, calm",check mark in record,no check,none,none,none,to oak forest,none,Caitlin Baker,,,,,,
1972,27,8,15:00:00,Tennessee Warbler,U,HY (Hatch Year),1260-74677,none,"sunny, calm",check mark in record,no check,none,none,none,to tree top,AOU 647; white crissum; w.c.: 59 mm,Caitlin Baker,,,,,,
1972,27,8,15:00:00,Magnolia Warbler,M,AHY (After Hatch Year),1260-74678,none,"sunny, calm",check mark in record,no check,none,none,none,to north meadow,AOU 647; white oval on tail feathers; side streaks; yellow wash on lower back,Caitlin Baker,,,,,,
1972,28,8,14:00:00,Chipping Sparrow,U,AHY (After Hatch Year),1260-74679,Elevator-w,"bright, calm",check mark in record,no check,none,none,none,to tree w/ difficulty,tail moult; trapped along with ground squirrel,Caitlin Baker,,,,,,
1972,28,8,15:30:00,Field Sparrow,U,AHY (After Hatch Year),1260-74680,Warbler,none,check mark in record,no check,none,none,none,none,no eye-line; no streaks; prominent eye,Caitlin Baker,,,,,,
1972,28,8,18:00:00,American Goldfinch,F,U (Unknown),1260-74681,Net-Green,none,check mark in record,no check,none,none,none,to tree top,body moult; incubation patch,Caitlin Baker,,,,,,
1972,28,8,18:00:00,Rose-breasted Grosbeak,F,HY (Hatch Year),73-166552,none,none,check mark in record,no check,none,none,"hostile, noisy",to sumacs,none,Caitlin Baker,,,,,,
1972,28,8,18:00:00,Least Flycatcher,U,U (Unknown),1260-74682,Net-Green,"bright, calm",check mark in record,no check,none,none,none,to north meadow,AOU 467; prim.-sec. = 11 mm; no inc. patch,Caitlin Baker,,,,,,
1972,28,8,18:00:00,Song Sparrow,M,U (Unknown),76-44567,none,"bright, calm",check mark in record,no check,none,none,none,to sumacs,w.c. = 68mm; post-juv. moult,Caitlin Baker,,,,,,
1972,28,8,18:00:00,Rose-breasted Grosbeak,F,U (Unknown),73-166553,none,"bright, calm",check mark in record,no check,none,none,hostile; fairly loud,to tree,none,Caitlin Baker,,,,,,
1972,28,8,18:00:00,Olive-sided Flycatcher,U,U (Unknown),76-44568,none,"bright, calm",check mark in record,no check,none,none,none,to tree,slt. yellow gape; AOU 459; large beak,Caitlin Baker,,,,,,
1972,28,8,19:00:00,Field Sparrow,U,U (Unknown),1260-74683,tree,"dark, calm",check mark in record,no check,none,none,none,none,"chip; no eyeline or streaks; ""grey (?"" rump",Caitlin Baker,,,,,,
1972,29,8,9:30:00,Field Sparrow,U,AHY (After Hatch Year),1260-74684,Elev-e,"clear, calm",check mark in record,no check,none,none,none,to tree,chip; russet cheek/cap; no eyeline,Caitlin Baker,,,,,,
1972,29,8,9:30:00,Field Sparrow,U,AHY (After Hatch Year),1260-74685,tree,"clear, calm",check mark in record,no check,none,none,none,to tree,chip; russet cheek/cap; no eyeline; cptl. tail moult,Caitlin Baker,,,,,,
1972,29,8,10:30:00,Chickadee,U,AHY (After Hatch Year),117-92384,tree,none,check mark in record,check or yes,1,28,none,to tree,AOU 735; w.c.: 63 mm; tail: 59 mm,Caitlin Baker,,,,,,
1972,29,8,12:00:00,Chickadee,F,AHY (After Hatch Year),1260-74686,tree,none,check mark in record,no check,none,none,none,to tree,tail: 60 mm; w.c.: 64 mm,Caitlin Baker,,,,,,
1972,29,8,12:00:00,White-breasted Nuthatch,M,U (Unknown),76-44569,tree,none,check mark in record,no check,none,none,none,to tree,loud outcry; AOU 727,Caitlin Baker,,,,,,
1972,29,8,12:00:00,Least Flycatcher,U,HY (Hatch Year),1260-74687,Net-Green,none,check mark in record,no check,none,none,none,to north meadow,AOU 461; white throat,Caitlin Baker,,,,,,
1972,29,8,13:00:00,Field Sparrow,M,AHY (After Hatch Year),1260-74541,tree,none,no check mark in record,check or yes,8,25,none,to sumacs,none,Caitlin Baker,,,,,,
1972,30,8,5:30:00,Catbird,U,HY (Hatch Year),73-166554,tree,"clear, slt. wind",check mark in record,no check,none,none,bloody head,to no. meadow,possibly trapped overnight,Caitlin Baker,,,,,,
1972,30,8,8:00:00,Song Sparrow,M,AHY (After Hatch Year),76-44570,Warbler E,none,check mark in record,no check,none,none,bloody head; docile,to sumacs,tail moult (only 1 feather left); w.c.: 67 mm,Caitlin Baker,,,,,,
1972,30,8,10:00:00,White-breasted Nuthatch,M,U (Unknown),76-44569,tree,none,no check mark in record,check or yes,8,29,none,to oak grove,outcry,Caitlin Baker,,,,,,
1972,31,8,11:00:00,Chipping Sparrow,U,HY (Hatch Year),113-195904,Warbler E,"overcast, calm",no check mark in record,check or yes,8,12,scarred head,to no. meadow,body moult,Caitlin Baker,,,,,,
1972,31,8,11:00:00,Chipping Sparrow,U,U (Unknown),1260-74688,Warbler E,"overcast, calm",check mark in record,no check,none,none,active,to tree,none,Caitlin Baker,,,,,,
1972,31,8,11:00:00,Chipping Sparrow,U,U (Unknown),1260-74689,Elev-e,"overcast, calm",check mark in record,no check,none,none,none,to tree,"buffy eyeline, striped croron [? can't read]; grey rump",Caitlin Baker,,,,,,
1972,1,9,7:30:00,Song Sparrow,M,AHY (After Hatch Year),113-195919,Elev-e,"clear, lt. wind",check mark in record,no check,none,none,none,to sumacs,w.c.: 68 mm,Caitlin Baker,,,,,,
1972,1,9,7:30:00,Field Sparrow,U,AHY (After Hatch Year),1260-74684,Elev-e,"clear, lt. wind",no check mark in record,check or yes,8,29,none,to sumacs,tail moult,Caitlin Baker,,,,,,
1972,1,9,11:00:00,White-breasted Nuthatch,M,AHY (After Hatch Year),76-44569,tree,none,no check mark in record,check or yes,8,30,v. active; hostile,to entrance,outcry,Caitlin Baker,,,,,,
1972,1,9,13:00:00,Least Flycatcher,U,U (Unknown),1260-74690,Net-Green,none,check mark in record,no check,none,none,none,to lot edge w/ difficulty,culmen: 8 mm; w.c.: 60 mm; badly entangled,Caitlin Baker,,,,,,
1972,1,9,13:00:00,Eastern Phoebe,U,HY (Hatch Year),76-44571,Net-Green,none,check mark in record,no check,none,none,none,to oak grove,post-juvenile molt,Caitlin Baker,,,,,,
1972,2,9,9:30:00,White-breasted Nuthatch,F,HY (Hatch Year),76-44572,tree,"clear, calm",check mark in record,no check,none,none,none,to tree,none,Caitlin Baker,,,,,,
1972,2,9,10:00:00,White-breasted Nuthatch,M,U (Unknown),76-44569,tree,none,no check mark in record,check or yes,9,1,none,to gate,none,Caitlin Baker,,,,,,
1972,2,9,10:30:00,House Wren,U,AHY (After Hatch Year),1260-74691,tree,none,check mark in record,no check,none,none,none,to sumacs,none,Caitlin Baker,,,,,,
1972,2,9,15:00:00,White-breasted Nuthatch,M,U (Unknown),76-44573,tree,none,check mark in record,no check,none,none,none,to oak grove,none,Caitlin Baker,,,,,,
1972,3,9,8:00:00,Song Sparrow,M,AHY (After Hatch Year),76-44574,Warbler N,"clear, calm",check mark in record,no check,none,none,active; hostile; bloody head; tail moult,to n. edge,w.c.: 68 mm,Caitlin Baker,,,,,,
1972,3,9,9:00:00,Blue Jay,M,AHY (After Hatch Year),1113-89909,tree,none,check mark in record,no check,none,none,unusually active,to tree,"call in cage; unusually large: 11 3/8""",Caitlin Baker,,,,,,
1972,3,9,11:30:00,Chipping Sparrow,U,AHY (After Hatch Year),113-195904,Warbler N,none,no check mark in record,check or yes,8,31,none,to tree,no breast streaks,Caitlin Baker,,,,,,
1972,3,9,14:30:00,Chipping Sparrow,M,AHY (After Hatch Year),1260-74692,Warbler N,none,check mark in record,no check,none,none,none,to tree,black upper mandible; grey rump,Caitlin Baker,,,,,,
1972,3,9,14:30:00,Chipping Sparrow,U,AHY (After Hatch Year),1260-74693,Warbler N,none,check mark in record,no check,none,none,v. active,to tree,"grey rump; ""chip""",Caitlin Baker,,,,,,
1972,4,9,6:30:00,Song Sparrow,F,AHY (After Hatch Year),76-44575,Elev-e,"clear, calm",check mark in record,no check,none,none,hostile,to sumacs,w.c.: 66 mm,Caitlin Baker,,,,,,
1972,4,9,13:00:00,Lincoln's Sparrow,U,U (Unknown),76-44577,Elev-e,none,check mark in record,no check,none,none,bleeding forehead,to brush pile,buff breast streaked; white throat,Caitlin Baker,,,,,,
1972,4,9,13:00:00,Lincoln's Sparrow,U,U (Unknown),76-44578,Elev-e,none,check mark in record,no check,none,none,none,to no. meadow,buff breast streaked; white throat; yellow gape,Caitlin Baker,,,,,,
1972,4,9,19:30:00,Field Sparrow,U,AHY (After Hatch Year),1260-74541,tree,"twilight, calm",no check mark in record,check or yes,8,29,tail moult,to sumacs,held overnight,Caitlin Baker,,,,,,
1972,5,9,8:15:00,House Wren,U,AHY (After Hatch Year),1260-74694,Elev-e,"calm, partly cloudy",check mark in record,no check,none,none,none,to tree,outcry while being handled; eluded indoors,Caitlin Baker,,,,,,
1972,5,9,12:00:00,Rose-breasted Grosbeak,M,HY (Hatch Year),73-166555,Net-Green,"clear, lt. wind",check mark in record,no check,none,none,sore wing (?),limped to small tree,perched over 1 hr while resting,Caitlin Baker,,,,,,
1972,5,9,12:00:00,Least Flycatcher,U,U (Unknown),1260-74695,Net-Green,"clear, lt. wind",check mark in record,no check,none,none,none,to no. meadow,w.c.: 62 mm; culmen: 8 mm; brown back; lt yellow crissum and under elbow; prim.-sec. = 10.,Caitlin Baker,,,,,,
1972,5,9,12:00:00,Field Sparrow,U,U (Unknown),1260-74683,tree,"clear, lt. wind",no check mark in record,check or yes,8,28,v. active,to brush pile,tail moult,Caitlin Baker,,,,,,
1972,5,9,18:00:00,Rose-breasted Grosbeak,F,U (Unknown),73-166556,Net-Green,none,check mark in record,no check,none,none,none,to no. meadow,none,Caitlin Baker,,,,,,
1972,5,9,19:30:00,Yellowthroat,M,AHY (After Hatch Year),1260-74696,Net-Green,"clear, calm",check mark in record,no check,none,none,none,to n. edge meadow,none,Caitlin Baker,,,,,,
1972,6,9,11:30:00,Field Sparrow,U,HY (Hatch Year),1260-74697,tree,"rain, strong wind",check mark in record,no check,none,none,none,to brush pile,"pink bill; no eyeline; tail moult; ""chip""",Caitlin Baker,,,,,,
1972,7,9,15:00:00,Chipping Sparrow,U,U (Unknown),1260-74698,Elev-e,"o'cast, calm",check mark in record,no check,none,none,none,to n. meadow edge,grey rump; buff eye-stripe,Caitlin Baker,,,,,,
1972,7,9,15:30:00,Chipping Sparrow,U,U (Unknown),1260-74639,tree,none,no check mark in record,check or yes,8,10,none,to sumacs,none,Caitlin Baker,,,,,,
1972,7,9,18:00:00,Field Sparrow,U,AHY (After Hatch Year),1260-74685,tree,none,no check mark in record,check or yes,8,29,none,none,tail moult,Caitlin Baker,,,,,,
