Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Effect: Impact to flight,Effect: Other,Location: Nearby if en route,Aircraft: Flight Number,FlightDate,Record ID,Effect: Indicated Damage,Location: Freeform en route,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Reported: Date,Wildlife: Size,Conditions: Sky,Wildlife: Species,When: Time (HHMM),When: Time of day,Pilot warned of birds or wildlife?,Cost: Aircraft time out of service (hours),Cost: Other (inflation adj),Cost: Repair (inflation adj),Cost: Total $,Miles from airport,Feet above ground,Number of human fatalities,Number of people injured,Speed (IAS) in knots
Airplane,GREATER ROCHESTER INTL,< 1000 ft,B-727-200,2 to 10,,,,,1/11/00 0:00,200486,No damage,,3,UNITED AIRLINES,New York,Approach,,FALSE,FALSE,HIT A FLOCK OF BIRDS. BLOOD & GUTS ON RT WING.,,Medium,,Unknown bird - medium,,,,,0,0,0,,150,,,
Airplane,SAN FRANCISCO INTL ARPT,Unknown,B-737-500,2 to 10,,,,,1/11/00 0:00,208162,No damage,,2,UNITED AIRLINES,California,Approach,,FALSE,FALSE,MULTIPLE BIRD STRIKE ON FINAL.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
,JOHN F KENNEDY INTL,Unknown,UNKNOWN,1,,,,,1/11/00 0:00,200576,No damage,,,UNKNOWN,New York,,,TRUE,FALSE,FOUND IN SAFETY AREA IN FRONT OF /???,,Medium,,American black duck,,,,,0,0,0,0,,,,
Airplane,STOCKTON METRO,< 1000 ft,C-340,1,None,,,,1/11/00 0:00,207784,Caused damage,,2,BUSINESS,California,Landing Roll,Rain,FALSE,FALSE,PAINT CHIPPED,,,Overcast,Sparrows,1516,Day,N,,0,0,0,0,0,,,
Airplane,UNKNOWN,Unknown,B-757-200,1,,,,,1/11/00 0:00,208653,Caused damage,BWI-ORD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,REPLACED #1 ENG FAN BLADES 4 AND 21. 21 AND 22 WERE DENTED. NO  BOROSCOPE REQUIRED. INGESTION,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,WASHINGTON DULLES INTL ARPT,Unknown,B-737-500,1,,,,,1/11/00 0:00,208621,Caused damage,,2,UNITED AIRLINES,DC,Approach,,FALSE,FALSE,ALL FAN BLADES REMOVED #2 ENG DUE TO INGESTION.SEVERAL BLADES  WERE BENT BUT THE DECISION WAS THAT IT WAS EASIER TO REPLACE ALL.   CORE INGESTION. CDS COOLER FULL OF FEATHERS.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,PORT COLUMBUS INTL,< 1000 ft,MD-80,1,None,,,,1/11/00 0:00,208032,No damage,,2,TRANS WORLD AIRLINES,Ohio,Landing Roll,None,FALSE,FALSE,FLT 596,1/11/00 0:00,Medium,Overcast,Unknown bird - medium,,Day,N,,0,0,0,0,0,,,100
Airplane,DANBURY MUNICIPAL ARPT,< 1000 ft,BE-200 KING,1,None,,,,1/11/00 0:00,204999,No damage,,2,BUSINESS,Connecticut,Climb,None,FALSE,FALSE,A/C HAD JUST ROTATED AT MIDFIELD. BIRD DROPPED TO RWY. A/C  UNAWARE OF STRIKE. UNKN IF DAMAGE OR WHAT PART WAS STRUCK.,1/11/00 0:00,,Some Cloud,Gulls,,Day,Y,,0,0,0,,30,,,
,PORTLAND INTL (OR),Unknown,UNKNOWN,1,,,,,1/11/00 0:00,207028,No damage,,,UNKNOWN,Oregon,,,TRUE,FALSE,"BIRD FOUND INTAC6T JUST OFF RWY PVMNT AT 1650, NIGHT.  NO REPTD  STRIKE.",3/7/00 0:00,Medium,,Herring gull,,,,,0,0,0,0,,,,
,JACKSON EVERS INTL,Unknown,UNKNOWN,,,,,,1/11/00 0:00,1265,No damage,,,MILITARY,Mississippi,,,TRUE,TRUE,,1/16/02 12:08,Small,,Mourning dove,1800,Night,,,0,0,0,,,,,
Airplane,OAKLAND COUNTY INTL,< 1000 ft,LEARJET-35,1,None,,,,1/12/00 0:00,204186,No damage,,2,BUSINESS,Michigan,Take-off run,None,FALSE,FALSE,"# BIRDS SEEN OR STRUCK MARKED UNKNOWN, ASSUME 1.",,Medium,Overcast,Unknown bird - medium,738,Night,N,,0,0,0,0,0,,,
Airplane,LAGUARDIA NY,< 1000 ft,B-727,1,,,,,1/12/00 0:00,213077,No damage,,3,DELTA AIR LINES,New York,Landing Roll,None,FALSE,FALSE,FLT 9265. RT WING STRUCK. NO DMG. HIGH WINDS.,,,Some Cloud,Gulls,1724,Dusk,,,0,0,0,0,0,,,
Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,B-737-500,1,,,,,1/12/00 0:00,207721,No damage,,2,UNITED AIRLINES,DC,Landing Roll,,FALSE,FALSE,HIT FWD LWR RHS FUSELAGE.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,MEMPHIS INTL,< 1000 ft,A-300,1,None,,,,1/12/00 0:00,205867,No damage,,2,FEDEX EXPRESS,Tennessee,Landing Roll,,FALSE,FALSE,A/C INSPCTD & CLEANED.,,Medium,,Unknown bird - medium,19,Night,N,,0,0,0,0,0,,,140
Airplane,LIHUE ARPT,< 1000 ft,DC-9,1,None,,,,1/12/00 0:00,204254,No damage,,2,HAWAIIAN AIR,Hawaii,Landing Roll,None,FALSE,FALSE,FLT 539. SML MANNIKIN FOUND. ATIS WARNING. TIME ALSO REPTD AS  1954 PST.,,,Some Cloud,Mannikins,1744,Dusk,Y,,0,0,0,0,0,,,130
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,1/12/00 0:00,207720,No damage,PDX-SFO,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,CLEANED AREA OF IMPACT,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,SACRAMENTO INTL,Unknown,CITATION II,2 to 10,,,,,1/12/00 0:00,205604,No damage,,2,BUSINESS,California,Approach,,FALSE,FALSE,"REPTD STRIKING DUCKS ON FINAL. NO DMG REPTD. # DUCKS NOT REPTD,  ASSUME 2-10.",,,,Ducks,1734,,,,0,0,0,,,,,
Airplane,OPA-LOCKA EXECUTIVE ARPT,< 1000 ft,DA-20 FALCON,1,,,,,1/12/00 0:00,200248,Caused damage,,2,GOVERNMENT,Florida,Approach,None,FALSE,FALSE,"DAMAGED RADOME. # BIRDS STRUCK NOT REPTD, ASSUME 1.",,Medium,No Cloud,Unknown bird - medium,,Day,Y,,0,0,0,,600,,,120
Airplane,MYRTLE BEACH INTL,> 1000 ft,PA-28,1,None,,,,1/12/00 0:00,201909,Caused damage,,1,BUSINESS,South Carolina,Approach,None,FALSE,FALSE,DENT LE RT WING,,Medium,No Cloud,Unknown bird - medium,,Night,N,,0,0,0,,"1,300",,,110
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,ATR-72,1,None,,,,1/12/00 0:00,200944,No damage,,2,AMERICAN EAGLE AIRLINES,Texas,Approach,None,FALSE,FALSE,HIT L LOWER PITOT TUBE,1/13/00 0:00,,No Cloud,Blackbirds,,Day,N,,0,0,0,,5,,,100
Airplane,METRO OAKLAND INTL,Unknown,DC-10-10,1,None,,,,1/12/00 0:00,202529,Caused damage,,3,FEDEX EXPRESS,California,Approach,Fog,FALSE,FALSE,"MAINT FOUND 3.5"" LONG BY 2.25"" WIDE BY .25"" DEEP DENT ON INLET  LEADING EGDE OF ENG. APPEARS TO BE A BIRDSTRIKE.",1/19/00 0:00,Medium,Overcast,Unknown bird - medium,2300,Night,N,12,0,668,668,,,,,
Airplane,SACRAMENTO INTL,< 1000 ft,C-208,2 to 10,,,,7656,1/12/00 0:00,203734,Caused damage,,1,WESTAIR,California,Approach,,FALSE,FALSE,"REPTD STRIKING DUCKS ON 500 FT FINAL. NO DMG REPTD. #  DUCKS NOT REPTD, ASSUME 2-10. 1 BIRD HIT L WING AT FRESH AIR INLET DUCT. NO TO DUCT SCREEN & STRUT FAIRING.",2/17/03 0:00,,,Ducks,1742,,,,0,0,0,,500,,,
Airplane,SANTO DOMINGO/LAS AM,< 1000 ft,A-310,2 to 10,None,,,,1/13/00 0:00,200801,No damage,,2,AMERICAN AIRLINES,N/A,Climb,Rain,FALSE,FALSE,"LOW FLYING GULLS CROOSED OUR PATH DURING T/O ROLL. 1 HIT BELOW  CAPT WINDSHLD. ON LDG MIA, FOUND RT ENG COWLING HAD A HIT. NO  DMG. NOT WARNIG OR ALERT GIVEN BY TWR AT SDQ.",,,Overcast,Gulls,,Day,N,,0,0,0,,12,,,140
Airplane,LOGAN INTL,< 1000 ft,B-737,2 to 10,None,,,,1/13/00 0:00,200175,No damage,,2,UNKNOWN,Massachusetts,Take-off run,Snow,FALSE,FALSE,REPTD TO MAINT.,,,Overcast,Sparrows,,Day,Y,,0,0,0,0,0,,,190
Airplane,TED STEVENS ANCHORAGE INTL,> 1000 ft,B-747-1/200,1,Engine Shut Down,,,,1/13/00 0:00,248650,No damage,,4,NORTHWEST AIRLINES,Alaska,Climb,,FALSE,FALSE,IN FLIGHTENGINE  SHUT DOWN AND AIR TURN BACK. ENG SURGED. NO FAN BLADE DMG.,,Medium,,Unknown bird - medium,,,,,0,0,0,,"21,000",,,
Airplane,AMSTERDAM SCHIPHOL,< 1000 ft,B-767-300,1,,,,,1/13/00 0:00,200356,No damage,,2,UNITED AIRLINES,N/A,Take-off run,,FALSE,FALSE,,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,DENVER INTL AIRPORT,Unknown,B-737-300,1,,,,,1/13/00 0:00,205012,No damage,,2,UNITED AIRLINES,Colorado,Approach,,FALSE,FALSE,HIT BIRD ON FINAL. THINK IMPACT WAS L MAIN GEAR. MAINT FOUND  NOTHING.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,JACKSON EVERS INTL,< 1000 ft,C-340,1,None,,,,1/13/00 0:00,200939,Caused damage,,2,BUSINESS,Mississippi,Approach,None,FALSE,FALSE,DAMAGED LEFT TIP TANK. TME LOST WAS MOSTLY DUE TO PAINT NOT  MATCHING.,,Medium,No Cloud,Unknown bird - medium,,Night,N,336,"1,336","8,152","9,488",,"1,000",,,120
Airplane,DAYTONA BEACH INTL,< 1000 ft,MOONEY M20,1,None,,,,1/13/00 0:00,200070,No damage,,1,BUSINESS,Florida,Approach,None,FALSE,FALSE,TWR REPTD BIRD ON N SIDE RWY ABOUT 15 MINS BEFORE. DOING CLOSED  PATTERN WORK,1/14/00 0:00,Small,No Cloud,Unknown bird - small,1545,Day,Y,,0,0,0,,3,,,62
Airplane,TETERBORO AIRPORT,< 1000 ft,C-560,1,None,,,,1/13/00 0:00,205182,No damage,,2,BUSINESS,New Jersey,Approach,None,FALSE,FALSE,MX INSPTCD,1/18/00 0:00,,Overcast,Gulls,,Night,N,18,0,"1,336","1,336",,500,,,135
Airplane,TUCSON INTL,> 1000 ft,F-16B,,None,,,,1/13/00 0:00,1000,No damage,,,MILITARY,Arizona,Climb,None,FALSE,FALSE,"IMPACT

Right Main Landing Gear Sway Brace",2/26/01 14:12,Medium,No Clouds,Unknown bird - medium,1030,Day,,0,0,0,0,,"7,000",,,200
Airplane,GLENDALE MUNICIPAL ARPT,< 1000 ft,C-152,1,None,,,,1/14/00 0:00,200655,No damage,,1,BUSINESS,Arizona,Climb,None,FALSE,FALSE,,,,No Cloud,Doves,930,Day,N,,0,0,0,,500,,,80
Airplane,DENVER INTL AIRPORT,< 1000 ft,B-757-200,1,,,,,1/14/00 0:00,201776,No damage,,2,UNITED AIRLINES,Colorado,Climb,,FALSE,FALSE,CLEANED BOTTOM AFT EDGE OF RADOME.,,Medium,,Unknown bird - medium,,,,,0,0,0,,250,,,
Airplane,TWEED-NEW HAVEN ARPT,< 1000 ft,LEARJET-45,1,None,,,,1/14/00 0:00,205781,No damage,,2,FEDEX EXPRESS,Connecticut,Climb,None,FALSE,FALSE,ATIS WARNING. BIRD HIT LOWER RHS L WNDSHLD. FOUND BIRD REMAINS.  INSPN.,,,Some Cloud,Gulls,1700,Dusk,Y,,0,0,0,,50,,,180
Airplane,RALEIGH-DURHAM INTL,< 1000 ft,SAAB-340,1,None,,,,1/14/00 0:00,208428,No damage,,2,AMERICAN EAGLE AIRLINES,North Carolina,Approach,None,FALSE,FALSE,FLT 036,1/14/00 0:00,Small,No Cloud,Unknown bird - small,,Dusk,N,,0,0,0,,10,,,120
,SARASOTA-BRADENTON,Unknown,UNKNOWN,1,,,,,1/14/00 0:00,202639,No damage,,,UNKNOWN,Florida,,,TRUE,FALSE,FOUND AT INTSN OF RWY 04/22 AND 14/32,1/14/00 0:00,Small,,Killdeer,,,,,0,0,0,0,,,,
Helicopter,SACRAMENTO EXECUTIVE ARPT,< 1000 ft,AGUSTA 109,1,Precautionary Landing,,,,1/14/00 0:00,200878,Caused damage,,2,BUSINESS,California,Approach,None,FALSE,FALSE,SLIGHT DENT TO TIP OF ROTOR.,1/15/00 0:00,,Overcast,Blackbirds,,Day,Y,1,0,"1,438","1,438",,800,,,90
,PEASE INTL TRADEPORT,Unknown,UNKNOWN,,,,,,1/14/00 0:00,1001,No damage,,,MILITARY,New Hampshire,,,TRUE,TRUE,,1/16/02 12:25,Small,,Short-eared owl,,,,,0,0,0,,,,,
Airplane,EGLIN AFB/NW FLORIDA REGIONAL ARPT,< 1000 ft,DC-9-50,1,,,,,1/15/00 0:00,204680,No damage,,2,NORTHWEST AIRLINES,Florida,Take-off run,,FALSE,FALSE,BIRD STRIKE ON ROTATION ABOVE CAPT WINDSHLD. NO LOGBOOK ENTRY.  FLT 1085. CHARTER FLT.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,JUAN SANTAMARIA INTL,< 1000 ft,A-320,1,,,,,1/15/00 0:00,202967,No damage,,2,UNITED AIRLINES,N/A,Take-off run,,FALSE,FALSE,"F/O WINDSHLD HAD SMALL SPOT FROM BIRDSTRIKE, CLEANED. CHECKED  REST OF A/C.",,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,SYRACUSE HANCOCK INTL,< 1000 ft,BA-41 JETSTR,1,,,,,1/15/00 0:00,200721,No damage,,2,ATLANTIC COAST AIRLINES,New York,Landing Roll,,FALSE,FALSE,FLT 7266. HIT FLAP LH TRAILING EDGE.,,Small,,Unknown bird - small,,Night,,,0,0,0,0,0,,,
Airplane,SAN FRANCISCO INTL ARPT,Unknown,B-757-200,1,,,,,1/15/00 0:00,202817,No damage,,2,UNITED AIRLINES,California,Approach,,FALSE,FALSE,F/O WINDOW NEEDS CLEANING AND INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
,SARASOTA-BRADENTON,Unknown,UNKNOWN,1,,,,,1/15/00 0:00,200739,No damage,,,UNKNOWN,Florida,,,TRUE,FALSE,"FOUND AT 1255, DAY",1/15/00 0:00,Small,,American kestrel,,,,,0,0,0,0,,,,
Airplane,HAYWARD EXECUTIVE ARPT,< 1000 ft,C-172,1,None,,,,1/15/00 0:00,201592,Caused damage,,1,PRIVATELY OWNED,California,Landing Roll,None,FALSE,FALSE,VERBAL AND ATIS WARNING. EXTENSIVE DAMAGE TO COWL. A/C SHOULD BE  OUT OF SVC UNTIL MID JUNE.,1/15/00 0:00,Large,Overcast,Canada goose,,Day,,"2,880",0,"16,705","16,705",0,0,,,60
Airplane,SARASOTA-BRADENTON,< 1000 ft,B-737-300,1,None,,,,1/16/00 0:00,202975,No damage,,2,US AIRWAYS*,Florida,Climb,None,FALSE,FALSE,INSPCTD IN CLT. NO DMG,1/16/00 0:00,Medium,No Cloud,Unknown bird - medium,1630,Day,N,,0,0,0,,40,,,
Airplane,NAPA COUNTY ARPT,< 1000 ft,C-172,1,,,,,1/17/00 0:00,202278,No damage,,1,PRIVATELY OWNED,California,Approach,None,FALSE,FALSE,"# BIRDS NOT REPTD, ASSUME 1. STRUCK WHILE ON DOWN WIND. NO REPTD  DMG.",,,Overcast,Gulls,,Night,N,,0,0,0,,"1,000",,,95
Airplane,PORTLAND INTL (OR),< 1000 ft,DHC8 DASH 8,1,Aborted Take-off,,,,1/17/00 0:00,209442,No damage,,2,HORIZON AIR,Oregon,Take-off run,Fog,FALSE,FALSE,"ABORTED T/O TO AVOID CONTACT WITH BIRD. 2ND REPT STATES THEY  HIT A SMALL BIRD AS REPTD BY PDX ATCT. WILDLIFE BIOL SAYS THAT IT  WASN'T CONSIDERED A STRIKE BECAUSE THEY FOUND ONLY FEATHERS, BUT  NO BIRD.",,Large,,Unknown bird - large,834,Day,N,,0,0,0,0,0,,,80
Airplane,WASHINGTON DULLES INTL ARPT,Unknown,A-320,1,,,,,1/17/00 0:00,205763,No damage,,2,UNITED AIRLINES,DC,Descent,,FALSE,FALSE,,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,FORT LAUDERDALE EXECUTIVE ARPT,> 1000 ft,PA-44 SEMINOLE,1,Precautionary Landing,,,,1/17/00 0:00,209665,No damage,5 NW FXE,2,BUSINESS,Florida,Climb,None,FALSE,FALSE,,1/17/00 0:00,Medium,No Cloud,Unknown bird - medium,1550,Day,Y,,0,0,0,5,"2,000",,,105
Airplane,MOBILE REGIONAL,< 1000 ft,CL-RJ100/200,2 to 10,None,,,,1/17/00 0:00,200904,No damage,,2,ATLANTIC COAST AIRLINES,Alabama,Take-off run,None,FALSE,FALSE,"# BIRDS STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN. SPEED REPTD AS 250 KTS OR LESS.",1/17/00 0:00,Small,No Cloud,Unknown bird - small,1320,Day,,,0,0,0,0,0,,,
Airplane,JACKSONVILLE INTL,< 1000 ft,B-737,1,None,,,,1/17/00 0:00,201645,No damage,,2,AIRTRAN AIRWAYS,Florida,Approach,None,FALSE,FALSE,FLT901,1/17/00 0:00,Small,Overcast,Unknown bird - small,,Day,N,,0,0,0,,10,,,131
Airplane,SACRAMENTO INTL,> 1000 ft,MD-80,2 to 10,None,,,,1/17/00 0:00,201961,No damage,,2,AMERICAN AIRLINES,California,Climb,None,FALSE,FALSE,"# BIRDS STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN.",1/17/00 0:00,Small,No Cloud,Unknown bird - small,645,,,,0,0,0,,"2,000",,,200
,SARASOTA-BRADENTON,Unknown,UNKNOWN,1,,,,,1/17/00 0:00,205420,No damage,,,UNKNOWN,Florida,,,TRUE,FALSE,"FOUND AT 1915, NIGHT ON AOA INSPN. NEAR EDGE OF RWY 32. (DATA  ENTRY NOTE: POSSIBLE RESULT OF YESTERDAY'S US AIRWAYS STRIKE)",1/17/00 0:00,Small,,Cattle egret,,,,,0,0,0,0,,,,
Airplane,SACRAMENTO INTL,Unknown,B-737-300,1,None,,,,1/17/00 0:00,200323,Caused damage,,2,AMERICA WEST AIRLINES,California,Approach,,FALSE,FALSE,"#2 ENG, 3 DAMAGED FAN BLADES @ TIPS. FLT 598. PLUGGED AIR COOLER.  DAILY REPT SAYS 7 FAN BLADES DAMAGED.",1/28/00 0:00,Small,,Unknown bird - small,,Day,,,0,0,0,,,,,
Airplane,SACRAMENTO INTL,Unknown,C-208,1,,,,7650,1/18/00 0:00,201198,No damage,3 MI OUT,1,POLAR AIR CARGO,California,Approach,,FALSE,FALSE,FLT REPTD BIRDSTRIKE.,,Medium,,Unknown bird - medium,1815,,,,0,0,0,3,,,,
Airplane,NEW ORLEANS INTL,Unknown,B-767,1,,,,434,1/18/00 0:00,208979,No damage,,2,DELTA AIR LINES,Louisiana,Approach,,FALSE,FALSE,FLT 434 REPTD A BIRD STRIKE ON SHORT FINAL.,,Medium,,Unknown bird - medium,657,,,,0,0,0,,,,,
,GREATER PITTSBURGH,Unknown,UNKNOWN,1,,,,,1/18/00 0:00,201199,No damage,,,UNKNOWN,Pennsylvania,,,TRUE,FALSE,"# BIRDS FOUND NOT REPTD, ASSUME 1. FOUND DURING DAY",1/18/00 0:00,Small,,Mourning dove,,,,,0,0,0,0,,,,
Airplane,SEATTLE-TACOMA INTL,< 1000 ft,FOKKER F28 MK 4000,1,None,,,,1/18/00 0:00,202761,No damage,,2,HORIZON AIR,Washington,Approach,None,TRUE,FALSE,"FLT 2474 REPTD STRIKING LRG BIRDS ON FINAL. POSSIBLY OWLS. 3-4  LRG OR MED SIZED BIRDS FLEW INTO VIEW ON SHORT FINAL. 1 HIT UNDER  NOSE & 1 WAS FOUND WEDGED BTWN RT MAIN LDG GEAR. SPECIES  UNRECOGNIZABLE. (GEESE, GULLS OR OWLS). NO DMG.",1/19/00 0:00,,Some Cloud,Owls,,Dusk,N,,0,0,0,,100,,,130
Airplane,HUNTSVILLE INTL,> 1000 ft,T-1A,,None,,,,1/18/00 0:00,1002,No damage,,,MILITARY,Alabama,Approach,,TRUE,TRUE,LEFT WING LEADING EDGE,1/29/01 15:21,Medium,Overcast,Unknown bird - medium,1515,Day,,0,0,0,0,,"2,000",,,130
Airplane,STOCKTON METRO,< 1000 ft,T-38A,2 to 10,,,,,1/18/00 0:00,3187,No damage,,,MILITARY,California,Take-off run,,TRUE,TRUE,,1/16/02 13:34,Small,,Horned lark,1500,Day,,0,0,0,0,0,0,,,100
Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,DC-9-40,1,,,,,1/19/00 0:00,201566,No damage,,2,NORTHWEST AIRLINES,Minnesota,Approach,,FALSE,FALSE,FLT 410. BS INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,200,,,
Airplane,AUSTIN-BERGSTROM INTL,< 1000 ft,DC-9-30,1,,,,,1/19/00 0:00,200906,No damage,,2,NORTHWEST AIRLINES,Texas,Landing Roll,,FALSE,FALSE,BIRD HIT ABOVE F/O WINDOW ON LDG.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,EMB-120,1,None,,,5450,1/19/00 0:00,200745,No damage,,2,SKYWEST AIRLINES,California,Landing Roll,None,FALSE,FALSE,"HIT BIRD ABOUT 4,000 FT DOWN RWY.",,Small,Overcast,Unknown bird - small,2151,Night,N,,0,0,0,0,0,,,100
Airplane,UNKNOWN,Unknown,B-757-200,1,,,,,1/19/00 0:00,200746,No damage,SFO-OGG,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,FOUND FEATHERS AND REMAINS ON NOSE COWL. INGESTION.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-767-200,1,,,,,1/19/00 0:00,200747,No damage,EZE-MVD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRDSTRIKE LEFT OF NOSE. CLEANED.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,IGOR I SIKORSKY MEMORIAL,< 1000 ft,GULFAERO IV,1,None,,,,1/19/00 0:00,201745,No damage,,2,BUSINESS,Connecticut,Climb,None,FALSE,FALSE,,1/19/00 0:00,Medium,No Cloud,Peregrine falcon,810,Day,N,,0,0,0,,100,,,200
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,DC-8-70,1,None,,,,1/19/00 0:00,204987,Caused damage,,4,UPS AIRLINES,Texas,Climb,Fog,FALSE,FALSE,INGESTED EITHER A COOPERS OR RED-TAILED HAWK. INTERNAL ENG PARTS  GOUGED AND CRACKED. CSD COOLING STUFFED WITH FEATHERS ETC.  DISCOVERED ON POST-FLT. ENG NOT SHUT DOWN.,1/20/00 0:00,,No Cloud,Hawks,,Dawn,,4,0,0,0,,20,,,150
Airplane,MEMPHIS INTL,Unknown,A-300,1,None,,,,1/19/00 0:00,201433,Caused damage,,2,FEDEX EXPRESS,Tennessee,Approach,None,FALSE,FALSE,"MAINT FOUND MINOR DENT IN HORIZ STABIL. SUSPECT BIRDSTRIKE. 3/4""  X 3"" DENT.",1/20/00 0:00,Medium,Overcast,Unknown bird - medium,1145,Day,N,,0,668,668,,,,,
,SEATTLE-TACOMA INTL,Unknown,UNKNOWN,1,,,,,1/19/00 0:00,211140,No damage,,,UNKNOWN,Washington,,,TRUE,FALSE,FOUND AT 1844,7/14/02 0:00,Medium,,Unknown bird - medium,,,,,0,0,0,0,,,,
Airplane,PORTLAND INTL (OR),< 1000 ft,B-737-500,1,None,,,,1/20/00 0:00,200509,No damage,,2,SOUTHWEST AIRLINES,Oregon,Landing Roll,None,FALSE,FALSE,FLT 1732 BELIEVED THEY INGESTED A GULL. ENTIRE ENG DISASSEMBLED & CLEANED. NO REPAIRS NECESSARY.,,,Overcast,Gulls,811,Dawn,,,0,0,0,0,0,,,
Airplane,UNKNOWN,Unknown,B-737-500,1,,,,,1/20/00 0:00,202163,No damage,CVG-ORD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,CLEANED,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,MINISTRO PISTARINI,Unknown,B-737-300,1,None,,,,1/20/00 0:00,205916,No damage,,2,UNITED AIRLINES,N/A,Climb,,FALSE,FALSE,CLEANED,,Small,,Unknown bird - small,,,,,0,0,0,,,,,
Airplane,RICHMOND INTL,< 1000 ft,BA-41 JETSTR,1,Precautionary Landing,,,,1/20/00 0:00,202801,Caused damage,,2,BUSINESS,Virginia,Take-off run,None,FALSE,FALSE,"A/C TAXIED TO RAMP W/O ASSISTANCE. # BIRDS NOT REPTD, ASSUME 1.",,Medium,Some Cloud,Unknown bird - medium,800,Day,,36,"80,182","32,073","112,255",0,0,,,
Airplane,CHICAGO O'HARE INTL ARPT,> 1000 ft,FOKKER F100,2 to 10,None,,,,1/20/00 0:00,205958,Caused damage,,2,AMERICAN AIRLINES,Illinois,Approach,None,FALSE,FALSE,"JUST OUTSIDE OF WILLT ON VISUAL APCH, WE FLEW THRU A FLOCK OF  GEESE. WE HIT AT LEAST 1, HEARD THE SOUND. RT WING SUFFERED  SIGNIFICANTLY MORE DMG THAN L WING. (L. SCHAFER, WS DID NOT KNOW  ABOUT THIS STRIKE). ALSO SAW EVIDENCE OF STRIKE AROUND THE R ENG",,Large,No Cloud,Canada goose,,Night,N,,0,0,0,,"1,700",,,170
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,1/20/00 0:00,202162,Caused damage,LAS-DEN,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,EVIDENCE OF BIRD INGESTION. ENG PARAMETERS NORMAL. BOROSCOPE  FOUND DMG WITHIN LIMITS.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,ROGUE VALLEY INTL,< 1000 ft,DHC8 DASH 8,1,None,,,,1/20/00 0:00,204032,No damage,1 MI FINAL,2,HORIZON AIR,Oregon,Approach,,FALSE,FALSE,ON PROP ANDED W/O INCIDENT. FOUND FEATHERS ON #1 PROP NACELLE. MTX WAS  CALLED TO INSPCT.,1/21/00 0:00,,Some Cloud,Ducks,1754,,N,8,0,0,0,1,300,,,
Airplane,METRO OAKLAND INTL,< 1000 ft,GULFSTREAM V,2 to 10,None,,,,1/20/00 0:00,200098,Caused damage,,2,BUSINESS,California,Landing Roll,None,FALSE,FALSE,TAXI LIGHT AND 3 BULBS WERE REPLACED. RT LDG LITE AND LENS WERE  BROKEN AND REPLACED. BOTH ENGS BOROSCOPED.,1/29/00 0:00,Large,Some Cloud,Canada goose,2242,Night,,60,0,"66,818","66,818",0,0,,,80
Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,B-737-200,1,None,,,,1/21/00 0:00,202227,No damage,,2,DELTA AIR LINES,New Jersey,Landing Roll,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,,Day,,,0,0,0,0,0,,,
